order_id,user_id,order_date,order_amount,restaurant_id
202,9383,2025-03-21,1137,328
203,1245,2025-07-12,449,134
204,7070,2025-01-25,599,6
205,7894,2025-05-16,498,208
206,4409,2025-10-22,251,98
207,1931,2025-06-09,636,278
208,2519,2025-09-21,522,268
209,48,2025-05-21,432,213
210,134,2025-07-14,514,255
211,5676,2025-07-13,876,391
212,2365,2025-12-31,409,71
213,3510,2025-01-04,514,227
214,7154,2025-10-06,286,412
215,4095,2025-10-17,1006,176
216,2538,2025-11-23,710,279
217,7997,2025-04-04,956,491
218,5985,2025-07-05,446,270
219,2472,2025-11-25,578,469
220,2435,2025-10-02,260,373
221,5022,2025-05-17,1006,258
222,4336,2025-01-23,868,60
223,3523,2025-07-22,662,281
224,2306,2025-01-13,346,56
225,5288,2025-11-24,276,492
226,664,2025-10-02,413,321
227,5682,2025-01-05,966,321
228,7444,2025-05-30,185,148
229,5945,2025-09-18,230,398
230,7775,2025-12-02,836,106
231,4850,2025-10-09,518,184
232,4201,2025-04-27,1031,129
233,7098,2025-03-21,999,306
234,5023,2025-05-05,734,112
235,3493,2025-11-01,164,226
236,5469,2025-05-20,717,309
237,7940,2025-12-18,713,42
238,9146,2025-04-10,891,255
239,1674,2025-04-02,1099,331
240,1343,2025-05-04,903,63
241,8432,2025-09-04,485,469
242,6571,2025-08-24,686,175
243,3050,2025-01-04,731,380
244,6284,2025-12-25,183,333
245,4248,2025-12-25,143,473
246,6575,2025-04-03,185,347
247,9656,2025-10-08,427,343
248,5332,2025-08-15,379,57
249,400,2025-06-01,825,204
250,1938,2025-07-03,1055,286
251,8374,2025-10-02,1011,204
252,1075,2025-10-06,803,70
253,2574,2025-12-17,1044,153
254,2398,2025-03-24,500,409
255,9274,2025-04-06,328,414
256,419,2025-07-24,1132,487
257,9353,2025-02-15,863,207
258,640,2025-05-26,554,332
259,2085,2025-07-08,1054,64
260,4590,2025-03-12,1106,75
261,359,2025-02-14,1187,365
262,1804,2025-08-04,624,375
263,5205,2025-05-01,610,84
264,7890,2025-01-17,336,223
265,539,2025-11-25,1183,69
266,4440,2025-10-17,521,6
267,6889,2025-04-09,1028,291
268,9906,2025-02-19,1056,364
269,866,2025-05-19,683,149
270,6029,2025-12-10,561,302
271,8968,2025-06-19,793,455
272,4672,2025-04-04,702,336
273,1036,2025-08-01,639,130
274,8553,2025-02-04,437,455
275,2820,2025-02-28,152,61
276,8488,2025-05-20,317,247
277,1427,2025-01-12,164,164
278,5495,2025-01-28,835,180
279,693,2025-08-09,1066,184
280,7594,2025-06-23,975,49
281,1068,2025-12-31,1105,156
282,1133,2025-10-23,958,12
283,9314,2025-12-21,270,438
284,7613,2025-10-12,605,32
285,9434,2025-05-08,255,133
286,947,2025-05-24,480,18
287,1616,2025-09-13,288,334
288,8255,2025-10-29,1016,370
289,5716,2025-08-08,435,198
290,6070,2025-07-12,400,24
291,394,2025-10-12,604,349
292,9719,2025-02-21,935,422
293,7535,2025-02-09,759,321
294,9694,2025-01-06,1050,451
295,7423,2025-10-10,1182,353
296,6203,2025-06-14,578,412
297,520,2025-09-20,205,60
298,389,2025-03-18,394,420
299,588,2025-06-25,503,171
300,3498,2025-08-24,863,116
301,7670,2025-05-22,1149,240
302,2572,2025-12-01,1010,26
303,8472,2025-09-12,499,155
304,6709,2025-06-26,484,84
305,8997,2025-07-15,806,320
306,8267,2025-08-30,733,149
307,2986,2025-08-24,833,323
308,710,2025-04-17,140,206
309,3663,2025-08-01,713,74
310,4631,2025-03-26,987,39
311,1431,2025-11-09,692,59
312,4992,2025-05-22,616,145
313,5068,2025-11-18,973,218
314,8839,2025-03-16,1065,445
315,2039,2025-06-14,820,445
316,4134,2025-03-19,242,59
317,5352,2025-07-08,440,265
318,2216,2025-12-06,868,416
319,3357,2025-08-15,647,482
320,103,2025-10-10,537,392
321,8337,2025-06-26,1095,97
322,8947,2025-03-12,834,260
323,6804,2025-09-14,251,238
324,4462,2025-09-26,397,362
325,6297,2025-10-21,1139,384
326,6566,2025-12-22,131,16
327,6463,2025-05-09,572,87
328,83,2025-03-24,344,241
329,9504,2025-06-07,1007,410
330,7964,2025-01-07,313,50
331,5991,2025-12-29,526,15
332,5753,2025-05-28,611,396
333,6223,2025-02-13,280,317
334,3669,2025-01-13,951,271
335,1616,2025-10-22,1148,171
336,4247,2025-01-20,372,383
337,2063,2025-01-05,1121,267
338,8972,2025-04-22,359,399
339,7556,2025-02-21,133,140
340,1059,2025-03-13,909,499
341,2399,2025-06-26,781,246
342,2331,2025-01-22,874,184
343,1760,2025-03-26,564,148
344,428,2025-01-31,128,139
345,5378,2025-08-21,979,377
346,5030,2025-09-15,826,202
347,3877,2025-12-15,493,217
348,2117,2025-10-25,884,382
349,560,2025-10-18,184,312
350,5442,2025-04-19,1191,459
351,9578,2025-02-04,478,381
352,2618,2025-10-06,156,477
353,590,2025-01-23,736,250
354,499,2025-08-23,379,255
355,6348,2025-10-29,539,188
356,7905,2025-10-02,363,30
357,9722,2025-03-20,963,153
358,9831,2025-03-13,1179,382
359,9325,2025-04-07,789,76
360,7433,2025-08-20,796,314
361,5957,2025-01-13,344,378
362,4484,2025-07-18,585,32
363,8608,2025-12-06,403,47
364,4997,2025-05-07,125,449
365,1592,2025-11-09,1074,383
366,4408,2025-09-21,207,123
367,3884,2025-04-10,655,112
368,1608,2025-01-14,554,371
369,3725,2025-12-16,246,378
370,7556,2025-06-28,317,87
371,9908,2025-01-09,800,460
372,203,2025-05-21,1126,94
373,3855,2025-07-23,321,155
374,8302,2025-07-13,562,194
375,769,2025-02-07,602,379
376,139,2025-01-21,947,282
377,221,2025-06-06,221,165
378,7357,2025-03-25,1122,183
379,9053,2025-06-27,489,178
380,3928,2025-07-11,985,117
381,2388,2025-09-22,508,163
382,2526,2025-09-28,1097,444
383,5055,2025-08-13,952,204
384,9638,2025-06-30,1055,263
385,6957,2025-09-16,969,207
386,1610,2025-12-09,246,49
387,5444,2025-01-22,672,358
388,199,2025-10-22,147,75
389,5985,2025-09-22,839,15
390,9353,2025-01-12,766,422
391,1370,2025-02-03,808,499
392,3572,2025-10-28,1002,8
393,489,2025-12-19,1186,471
394,3541,2025-09-08,873,461
395,9057,2025-11-02,400,207
396,2181,2025-12-21,164,208
397,3329,2025-06-05,863,239
398,3635,2025-10-22,746,145
399,656,2025-09-16,1079,20
400,5987,2025-06-24,955,300
401,9572,2025-01-12,693,235
402,236,2025-02-12,256,96
403,989,2025-11-29,358,311
404,1383,2025-07-14,577,170
405,9007,2025-10-01,718,165
406,9882,2025-04-21,780,138
407,5630,2025-03-31,977,194
408,2487,2025-09-23,590,171
409,1666,2025-09-17,539,345
410,3987,2025-12-23,391,9
411,8187,2025-09-25,320,189
412,1824,2025-02-22,911,369
413,5829,2025-06-28,625,433
414,5431,2025-09-29,208,375
415,5337,2025-05-25,512,94
416,4089,2025-12-17,761,239
417,611,2025-09-15,364,438
418,9528,2025-01-29,479,134
419,3869,2025-12-16,684,71
420,4326,2025-06-24,205,155
421,4436,2025-12-23,290,494
422,2164,2025-06-11,697,248
423,8263,2025-08-19,187,5
424,1750,2025-01-29,124,306
425,4946,2025-05-01,364,208
426,5173,2025-06-26,692,381
427,342,2025-04-30,947,172
428,4684,2025-12-13,739,217
429,3832,2025-05-24,1139,383
430,2380,2025-12-03,434,465
431,6106,2025-07-22,966,428
432,3870,2025-09-26,446,288
433,6069,2025-02-21,323,128
434,2440,2025-01-25,158,119
435,7907,2025-08-20,528,59
436,7858,2025-08-24,894,77
437,5430,2025-08-27,351,381
438,472,2025-03-09,704,412
439,8060,2025-08-29,489,380
440,3766,2025-08-07,261,18
441,7827,2025-04-28,690,158
442,7913,2025-03-13,320,184
443,8846,2025-09-04,244,59
444,462,2025-03-13,318,391
445,1174,2025-10-12,550,389
446,1668,2025-01-03,217,36
447,3322,2025-10-04,377,272
448,8832,2025-05-21,770,195
449,4370,2025-08-11,135,234
450,8674,2025-06-25,330,119
451,8274,2025-12-18,637,338
452,4127,2025-10-07,609,31
453,2794,2025-09-15,599,136
454,9300,2025-08-22,506,331
455,6186,2025-01-03,556,195
456,3786,2025-06-03,308,36
457,251,2025-01-02,211,254
458,1621,2025-02-02,311,316
459,9911,2025-02-03,366,341
460,8458,2025-12-12,806,310
461,22,2025-04-08,562,193
462,2124,2025-02-07,803,468
463,1511,2025-05-07,677,50
464,3853,2025-07-25,1126,458
465,4776,2025-08-11,981,434
466,7009,2025-05-28,325,198
467,3423,2025-05-18,636,463
468,8432,2025-06-10,779,355
469,8243,2025-05-02,324,170
470,3008,2025-02-14,162,187
471,8668,2025-03-01,181,101
472,157,2025-08-26,133,270
473,6343,2025-07-08,496,407
474,7599,2025-06-28,343,293
475,4762,2025-01-12,1048,192
476,2020,2025-07-27,1175,325
477,5238,2025-05-17,425,365
478,9879,2025-09-24,255,10
479,7924,2025-05-29,783,12
480,4171,2025-07-23,733,213
481,5048,2025-07-15,749,240
482,2415,2025-10-09,392,454
483,2156,2025-05-27,408,136
484,3758,2025-09-30,231,188
485,93,2025-09-08,392,198
486,6244,2025-06-21,910,477
487,8863,2025-07-08,453,139
488,2144,2025-05-09,959,199
489,8424,2025-08-28,126,279
490,5972,2025-07-19,895,218
491,1603,2025-12-16,1083,31
492,2952,2025-05-01,165,328
493,9965,2025-04-25,207,256
494,1311,2025-02-10,644,61
495,7968,2025-06-01,475,468
496,6247,2025-06-20,329,41
497,159,2025-12-03,164,256
498,3779,2025-04-04,1171,427
499,1587,2025-04-26,1157,148
500,378,2025-08-23,1044,77
501,3296,2025-09-22,635,45
502,8906,2025-08-06,980,132
503,8930,2025-06-09,995,344
504,2501,2025-08-07,136,69
505,1864,2025-01-11,1189,285
506,7889,2025-04-26,530,79
507,492,2025-08-17,666,470
508,8114,2025-10-01,717,340
509,7502,2025-01-08,1138,78
510,9722,2025-10-10,612,207
511,7411,2025-07-29,1175,68
512,7732,2025-09-22,511,442
513,946,2025-01-02,397,321
514,8894,2025-03-22,1085,484
515,2485,2025-10-29,652,316
516,2756,2025-07-17,878,95
517,7629,2025-05-20,418,482
518,7818,2025-06-21,570,277
519,3034,2025-12-21,465,273
520,390,2025-06-07,216,331
521,7835,2025-02-21,120,108
522,9436,2025-10-30,637,311
523,3348,2025-02-05,1092,121
524,12,2025-03-11,367,179
525,9709,2025-10-15,648,273
526,1621,2025-08-14,1088,146
527,9950,2025-10-27,197,251
528,8241,2025-03-12,543,264
529,9908,2025-12-18,1096,318
530,6154,2025-05-25,875,427
531,8179,2025-06-09,241,417
532,8453,2025-01-14,586,404
533,8512,2025-05-21,134,203
534,1928,2025-05-08,820,452
535,6814,2025-08-05,1038,90
536,2833,2025-09-25,869,127
537,6979,2025-06-22,425,2
538,4117,2025-05-24,799,168
539,16,2025-11-04,525,419
540,3867,2025-05-29,1180,76
541,2346,2025-01-24,800,456
542,9133,2025-02-12,1186,146
543,8451,2025-05-03,1030,106
544,1064,2025-04-21,844,313
545,276,2025-10-16,333,424
546,2567,2025-06-08,835,471
547,4923,2025-01-09,668,302
548,1931,2025-08-29,290,449
549,3583,2025-02-04,907,64
550,1332,2025-01-08,159,387
551,8067,2025-11-27,450,369
552,9749,2025-05-25,968,47
553,480,2025-03-21,1128,101
554,4510,2025-01-20,861,7
555,3047,2025-09-05,563,255
556,1489,2025-11-30,1022,14
557,8153,2025-01-22,179,233
558,2093,2025-03-12,1081,469
559,830,2025-07-28,961,17
560,7656,2025-03-18,971,113
561,2701,2025-03-22,623,24
562,8336,2025-09-05,1150,264
563,4931,2025-07-27,1174,400
564,2805,2025-06-08,328,395
565,7991,2025-12-07,198,421
566,6337,2025-05-21,450,225
567,8976,2025-04-23,314,28
568,6017,2025-09-10,349,448
569,4274,2025-01-29,526,372
570,6462,2025-05-18,211,7
571,7559,2025-05-03,958,305
572,2199,2025-12-29,1006,398
573,8803,2025-03-18,549,112
574,8733,2025-02-04,172,111
575,7376,2025-11-06,309,105
576,7890,2025-06-07,762,341
577,413,2025-06-23,633,491
578,7257,2025-08-23,221,484
579,5869,2025-10-25,986,491
580,9976,2025-07-18,605,433
581,5378,2025-06-26,677,115
582,9920,2025-07-27,854,310
583,5728,2025-03-10,138,87
584,1428,2025-05-14,1034,102
585,3511,2025-01-03,780,211
586,1638,2025-11-05,619,124
587,4577,2025-01-10,758,386
588,8372,2025-01-24,558,201
589,3397,2025-04-22,408,413
590,4678,2025-12-06,578,269
591,5526,2025-10-05,385,211
592,7123,2025-11-13,264,208
593,1643,2025-08-10,961,176
594,1295,2025-11-19,980,428
595,9775,2025-09-17,893,447
596,3537,2025-06-28,1141,335
597,7788,2025-01-04,642,326
598,8556,2025-10-22,1073,245
599,2117,2025-01-31,354,124
600,2562,2025-07-20,1138,439
601,6040,2025-01-30,157,283
602,7401,2025-09-02,607,337
603,7869,2025-12-15,1189,8
604,6266,2025-06-16,756,419
605,2543,2025-04-09,919,228
606,6721,2025-01-25,233,295
607,4021,2025-09-06,1082,148
608,884,2025-02-27,379,428
609,1173,2025-08-17,1193,415
610,9977,2025-06-13,1125,332
611,7039,2025-04-16,1084,349
612,5596,2025-10-29,134,152
613,4675,2025-12-11,1100,255
614,7739,2025-10-04,139,375
615,8305,2025-07-21,866,150
616,6689,2025-10-22,827,50
617,6543,2025-04-09,995,395
618,8984,2025-08-21,1115,426
619,1316,2025-01-31,685,64
620,3234,2025-11-19,1028,371
621,51,2025-03-06,884,225
622,144,2025-06-22,271,355
623,3688,2025-06-16,167,71
624,5802,2025-08-24,223,316
625,5253,2025-03-28,134,410
626,5619,2025-12-27,136,209
627,4486,2025-08-30,793,272
628,7338,2025-08-05,745,8
629,8152,2025-05-21,323,295
630,8117,2025-04-08,895,387
631,3731,2025-06-06,274,149
632,8941,2025-11-13,965,352
633,9067,2025-12-17,717,247
634,2945,2025-03-13,852,275
635,4804,2025-09-25,611,247
636,1209,2025-11-08,871,102
637,3734,2025-08-13,549,125
638,214,2025-12-16,164,222
639,6567,2025-10-24,399,242
640,1819,2025-05-01,522,380
641,3495,2025-12-02,354,16
642,486,2025-09-08,818,92
643,7545,2025-06-09,1162,50
644,3016,2025-11-18,471,103
645,3480,2025-05-28,499,48
646,6930,2025-02-26,479,201
647,6415,2025-03-03,156,58
648,5217,2025-03-27,816,308
649,4938,2025-06-25,934,196
650,3119,2025-07-30,328,194
651,664,2025-05-15,634,445
652,1024,2025-03-08,768,424
653,6317,2025-11-02,1062,376
654,4443,2025-09-09,278,21
655,237,2025-10-17,972,267
656,6687,2025-04-15,415,100
657,3344,2025-12-09,222,370
658,6551,2025-03-10,424,150
659,2126,2025-12-29,475,30
660,7959,2025-11-19,939,274
661,3218,2025-03-29,1114,198
662,1956,2025-08-07,125,72
663,6156,2025-06-11,390,31
664,7928,2025-04-25,147,13
665,229,2025-10-26,553,298
666,4939,2025-01-21,769,301
667,5061,2025-01-12,379,14
668,6816,2025-02-01,293,467
669,2887,2025-06-24,1068,69
670,6875,2025-12-20,750,166
671,7606,2025-03-28,366,291
672,2820,2025-11-07,493,396
673,2990,2025-11-20,1076,403
674,9279,2025-09-30,1067,273
675,7139,2025-10-09,1195,39
676,1994,2025-12-17,1092,319
677,3046,2025-12-25,485,82
678,6194,2025-12-23,1045,229
679,3306,2025-12-26,276,413
680,1993,2025-06-10,984,341
681,3600,2025-07-11,150,131
682,3588,2025-05-18,1046,361
683,1306,2025-12-22,603,500
684,6364,2025-04-20,600,95
685,5468,2025-02-20,407,102
686,4460,2025-10-17,773,182
687,5088,2025-06-18,1084,164
688,920,2025-12-23,448,424
689,8234,2025-10-21,1145,20
690,1283,2025-02-17,589,192
691,6110,2025-01-28,409,388
692,2121,2025-08-24,685,84
693,4497,2025-03-17,939,348
694,3151,2025-11-17,604,250
695,5307,2025-03-01,1198,489
696,1834,2025-08-13,188,156
697,7724,2025-09-26,993,118
698,5879,2025-02-21,165,374
699,5010,2025-04-11,792,113
700,3863,2025-12-26,717,483
701,129,2025-10-26,915,74
702,1346,2025-08-08,752,393
703,7370,2025-09-07,130,92
704,7133,2025-07-31,814,429
705,4643,2025-02-11,796,90
706,3224,2025-11-19,398,308
707,3477,2025-11-21,1090,147
708,5098,2025-12-01,334,102
709,9628,2025-04-20,708,72
710,8448,2025-04-27,688,186
711,5723,2025-03-10,453,451
712,9946,2025-04-08,1003,14
713,4747,2025-09-07,500,369
714,3412,2025-07-05,190,314
715,76,2025-08-19,413,132
716,3612,2025-10-29,954,49
717,8002,2025-12-09,696,278
718,8697,2025-09-30,471,188
719,3393,2025-11-20,709,116
720,5112,2025-08-10,986,350
721,6120,2025-08-28,269,244
722,2395,2025-10-13,972,183
723,1417,2025-12-17,572,110
724,7844,2025-03-02,1024,75
725,8432,2025-07-12,785,7
726,6054,2025-07-13,514,54
727,1778,2025-10-28,433,332
728,6315,2025-02-09,791,92
729,5765,2025-11-13,1134,35
730,4159,2025-10-24,266,25
731,4147,2025-07-21,852,4
732,2632,2025-03-29,717,424
733,5441,2025-06-19,558,399
734,3390,2025-07-09,980,209
735,9407,2025-04-29,133,79
736,670,2025-03-21,136,499
737,3562,2025-04-15,862,295
738,6234,2025-02-07,560,99
739,5542,2025-08-24,256,218
740,7659,2025-06-26,772,386
741,8808,2025-08-22,974,237
742,4659,2025-08-23,390,282
743,7422,2025-08-21,412,42
744,9323,2025-12-21,1159,153
745,7462,2025-08-10,242,215
746,5631,2025-09-18,1102,269
747,5356,2025-12-23,746,282
748,9714,2025-05-19,591,197
749,8013,2025-01-04,166,142
750,4452,2025-12-23,937,5
751,2665,2025-03-02,299,464
752,4863,2025-05-04,294,288
753,8496,2025-07-22,1079,328
754,1516,2025-01-12,563,414
755,584,2025-11-01,673,173
756,8559,2025-04-21,538,169
757,8651,2025-10-11,457,412
758,120,2025-09-04,210,375
759,3285,2025-08-06,565,275
760,7909,2025-10-17,849,9
761,3255,2025-07-12,774,441
762,4460,2025-09-19,1133,229
763,5566,2025-06-01,1085,86
764,1969,2025-02-03,1181,384
765,2532,2025-03-13,885,107
766,9044,2025-01-16,723,326
767,6390,2025-03-21,358,6
768,1930,2025-09-29,411,449
769,1944,2025-03-25,198,420
770,8956,2025-05-22,556,478
771,3297,2025-05-02,747,456
772,5277,2025-11-11,1173,433
773,5726,2025-07-09,1192,471
774,902,2025-08-06,364,87
775,9711,2025-07-08,697,3
776,5966,2025-10-09,677,281
777,3257,2025-08-05,919,42
778,5507,2025-10-02,1046,481
779,8934,2025-11-01,871,381
780,3554,2025-08-31,936,260
781,7433,2025-07-28,861,344
782,1694,2025-01-30,614,129
783,6496,2025-02-26,881,201
784,2130,2025-03-26,1049,478
785,4012,2025-10-19,763,125
786,3253,2025-06-17,719,486
787,1366,2025-10-11,1094,134
788,8388,2025-04-07,491,235
789,6204,2025-06-23,523,19
790,151,2025-07-29,1094,463
791,5181,2025-08-04,812,162
792,4524,2025-02-01,299,221
793,7095,2025-03-28,902,387
794,331,2025-11-28,667,451
795,3325,2025-08-14,328,32
796,9082,2025-06-03,285,301
797,955,2025-11-22,982,351
798,7401,2025-07-16,175,285
799,4450,2025-03-28,129,69
800,6361,2025-06-27,499,386
801,2045,2025-03-20,1120,464
802,5646,2025-02-01,495,31
803,6555,2025-07-05,498,273
804,3600,2025-03-05,1170,304
805,6875,2025-11-29,524,180
806,7042,2025-08-21,693,319
807,5011,2025-06-05,1074,137
808,3991,2025-12-19,1185,246
809,7849,2025-07-27,878,390
810,5646,2025-10-22,135,464
811,1576,2025-07-27,340,120
812,5020,2025-10-28,785,452
813,6724,2025-05-21,862,101
814,5755,2025-02-27,525,67
815,2214,2025-07-22,763,131
816,1227,2025-12-13,848,88
817,9856,2025-07-27,983,5
818,8556,2025-11-29,278,497
819,1948,2025-05-27,341,423
820,5545,2025-11-07,347,398
821,4754,2025-09-08,512,63
822,3633,2025-12-28,1182,243
823,5589,2025-02-08,471,431
824,6659,2025-05-25,147,28
825,9467,2025-11-12,547,120
826,9638,2025-10-25,173,192
827,4828,2025-02-19,1189,392
828,6139,2025-03-08,603,116
829,5980,2025-01-01,973,101
830,9202,2025-05-13,667,373
831,5387,2025-12-19,285,353
832,5288,2025-03-28,316,467
833,9921,2025-05-26,1099,402
834,8888,2025-03-09,187,118
835,4618,2025-12-27,231,107
836,2385,2025-04-07,434,147
837,9575,2025-10-05,267,483
838,6797,2025-10-13,242,461
839,3606,2025-03-31,1040,437
840,7034,2025-09-14,498,319
841,9921,2025-03-11,876,35
842,6748,2025-03-22,392,383
843,8845,2025-08-11,906,301
844,7937,2025-11-03,568,81
845,759,2025-11-20,678,192
846,1280,2025-03-15,835,487
847,442,2025-07-08,291,428
848,6229,2025-06-25,355,24
849,7717,2025-11-05,754,180
850,4194,2025-12-25,388,30
851,3971,2025-10-17,1018,84
852,1527,2025-08-02,959,169
853,191,2025-12-08,1001,219
854,1874,2025-05-15,842,298
855,7959,2025-02-08,415,318
856,7369,2025-10-20,243,381
857,7490,2025-03-04,190,138
858,7869,2025-09-28,962,283
859,8450,2025-07-30,607,489
860,8347,2025-03-15,828,11
861,5607,2025-12-23,535,299
862,3903,2025-04-11,440,415
863,6661,2025-07-09,136,165
864,8086,2025-04-24,945,145
865,2413,2025-11-20,515,196
866,24,2025-04-20,671,270
867,6625,2025-03-02,530,428
